"","Champ","Team","GoldEarned","Kills","Deaths","Assists","Win","totalDamageDealtToChampions","damageDealtToTurrets","visionScore","totalDamageTaken","turretKills","inhibitorKills","totalMinionsKilled","champLevel","wardsPlaced","firstBloodKill","firstBloodAssist","WRgeneral","WRchamp","Duration_secs","Position","Role"
"5630","Nidalee",100,13956,10,5,10,"True",24033,2607,35,29573,1,2,37,17,2,"False","False",0.5,1,1838,"JUNGLE","NONE"
"5631","Pyke",200,14151,6,7,13,"True",11558,2464,143,25303,1,0,60,17,60,"False","False",0.4333,0.4615,2160,"BOTTOM","DUO_SUPPORT"
"5632","Zoe",200,9315,6,3,9,"True",16341,4104,14,8262,2,0,149,12,7,"False","False",0.6,0.5,1180,"NONE","DUO_SUPPORT"
"5633","TwistedFate",100,7704,3,0,3,"True",7541,1534,10,6915,1,0,134,11,7,"False","False",0.4667,0.5,939,"NONE","DUO_SUPPORT"
"5634","Brand",200,6393,2,4,13,"True",10096,301,26,10094,0,0,21,10,16,"False","False",0.3333,0.4615,1210,"BOTTOM","DUO_SUPPORT"
"5635","Ezreal",200,11493,8,3,4,"True",15548,5029,35,15272,4,1,158,13,13,"True","False",0.5667,1,1449,"BOTTOM","DUO_CARRY"
"5636","Corki",100,16016,6,7,6,"False",34041,589,34,23082,2,0,280,18,16,"False","False",0.3333,0.3333,2388,"MIDDLE","DUO"
"5637","Thresh",100,6949,1,10,7,"False",4769,1335,70,16839,0,0,39,12,39,"False","False",0.5,0.5,1781,"BOTTOM","SOLO"
"5638","Yuumi",100,6953,1,3,14,"False",7736,474,52,5773,0,0,7,14,30,"False","False",0.5333,0,1697,"BOTTOM","DUO_SUPPORT"
"5639","LeeSin",100,6327,2,6,5,"False",5283,0,10,19118,0,0,5,10,5,"False","False",0.5333,0.6667,1075,"NONE","DUO_SUPPORT"
"5640","Camille",100,6234,3,4,2,"False",8323,525,7,14551,0,0,113,12,6,"False","False",0.7,0.75,1182,"NONE","DUO_SUPPORT"
"5641","Graves",200,17139,14,6,5,"True",32744,1956,27,33905,1,0,75,17,1,"False","False",0.3667,0.3333,1900,"JUNGLE","NONE"
"5642","Zoe",200,12843,7,5,9,"False",24319,2007,17,18011,1,0,213,15,13,"False","False",0.6,0.5,1823,"MIDDLE","DUO"
"5643","Morgana",200,3081,0,3,0,"False",805,777,17,4736,0,0,15,6,10,"False","False",0.4333,0.3333,917,"NONE","DUO_SUPPORT"
"5644","Camille",200,14850,15,3,2,"True",25655,7210,17,24451,1,0,214,17,9,"False","False",0.7,0.6667,1704,"TOP","SOLO"
"5645","MonkeyKing",100,12582,8,6,8,"False",23962,5374,18,27694,2,0,177,14,11,"False","False",0.5,0.4,1711,"TOP","SOLO"
"5646","Sett",200,6839,2,8,7,"False",5760,1358,56,23008,0,0,37,11,26,"False","False",0.4,0.25,1772,"BOTTOM","DUO_SUPPORT"
"5647","Syndra",200,17790,7,7,6,"False",30283,7459,20,18785,4,0,309,18,14,"False","False",0.4,0.6667,2333,"JUNGLE","NONE"
"5648","Karma",100,6137,5,4,3,"False",9086,0,33,12197,0,0,7,9,20,"False","False",0.3667,0,1245,"BOTTOM","DUO_SUPPORT"
"5649","Xerath",200,8093,3,1,4,"True",12120,2973,19,5601,0,0,138,13,11,"False","False",0.5,0.5,1262,"MIDDLE","DUO"
"5650","Aatrox",200,6628,2,8,0,"False",9065,0,9,23633,0,0,125,12,7,"False","False",0.7333,0.6667,1309,"TOP","SOLO"
"5651","RekSai",200,11590,8,6,7,"False",13558,3099,36,31144,3,0,27,15,6,"True","False",0.7,0.6667,1748,"JUNGLE","NONE"
"5652","Poppy",100,3507,1,4,2,"False",4112,0,27,7887,0,0,20,8,16,"False","False",0.5333,0,989,"NONE","DUO_SUPPORT"
"5653","Zac",200,8907,8,1,8,"True",9267,250,14,21399,1,0,40,11,3,"False","False",0.6333,0.7143,989,"NONE","DUO_SUPPORT"
"5654","Vayne",100,13494,10,6,5,"True",21746,6892,13,18311,3,2,163,13,6,"True","False",0.4667,0,1583,"BOTTOM","DUO_CARRY"
"5655","Pantheon",200,10688,6,5,6,"True",16419,2061,15,22826,1,0,168,14,9,"False","False",0.6333,0.6207,1578,"TOP","SOLO"
"5656","Azir",200,10223,4,4,7,"True",11364,2904,24,16715,1,0,175,14,10,"False","False",0.6,0.75,1578,"MIDDLE","SOLO"
"5657","Khazix",200,13296,11,2,4,"False",16295,717,26,27328,1,0,27,15,4,"False","False",0.4,0.4,1564,"JUNGLE","NONE"
"5658","Elise",100,13507,10,3,12,"False",14731,1799,42,23987,4,0,45,15,10,"False","False",0.4667,0,1849,"BOTTOM","DUO_SUPPORT"
"5659","Shaco",100,4141,1,0,0,"True",1219,1847,12,5052,3,1,2,7,5,"False","False",0.4333,0.5333,713,"NONE","DUO_SUPPORT"
"5660","Kennen",100,12698,3,2,10,"True",17217,6925,27,23169,4,2,248,17,11,"False","False",0.6333,1,1829,"TOP","SOLO"
"5661","Fiora",200,6464,0,4,0,"False",5613,569,16,17949,0,0,163,12,7,"False","False",0.5,0.4444,1325,"TOP","SOLO"
"5662","Poppy",200,11503,6,0,7,"True",16280,2296,35,14970,1,0,183,15,14,"False","False",0.4,0,1612,"TOP","SOLO"
"5663","Thresh",100,6344,2,4,8,"False",6836,480,37,14604,0,0,29,10,22,"False","False",0.5,0.6667,1386,"BOTTOM","DUO_SUPPORT"
"5664","Yuumi",100,8393,2,2,18,"True",12127,1229,66,4697,1,0,8,14,35,"False","False",0.6,0.75,1900,"MIDDLE","DUO_SUPPORT"
"5665","Kalista",200,11580,4,5,6,"False",11249,2672,40,18934,1,0,213,14,12,"True","False",0.7667,0.5,1693,"BOTTOM","DUO_CARRY"
"5666","LeeSin",100,7689,4,4,4,"False",10787,875,28,20776,0,0,15,11,13,"False","False",0.4667,0.5,1375,"JUNGLE","NONE"
"5667","Ezreal",100,7884,1,8,5,"False",10021,3877,20,15643,2,0,141,11,10,"False","False",0.5,0,1359,"BOTTOM","DUO_CARRY"
"5668","Khazix",200,9978,4,7,4,"False",11233,851,17,31058,1,0,11,13,3,"False","False",0.4,0,1655,"JUNGLE","NONE"
"5669","Syndra",100,11306,2,5,10,"True",18159,2421,32,15481,1,0,214,15,8,"False","False",0.5333,0.5,1799,"MIDDLE","DUO"
"5670","Sylas",200,8276,6,4,3,"True",13602,2669,27,20130,0,0,113,13,12,"True","False",0.5667,1,1349,"TOP","SOLO"
"5671","Ekko",100,8290,3,7,3,"False",11342,824,17,20206,1,0,169,13,8,"False","False",0.5333,0,1473,"MIDDLE","SOLO"
"5672","Varus",200,11709,7,2,4,"True",13270,9813,20,7581,1,1,186,13,9,"False","False",0.6,1,1397,"BOTTOM","DUO"
"5673","Janna",100,7628,4,7,13,"False",7553,0,36,12442,0,0,18,12,20,"False","False",0.3333,0.3077,1773,"BOTTOM","DUO_SUPPORT"
"5674","Fiddlesticks",100,10202,4,4,8,"False",14991,0,35,26819,0,0,41,14,2,"False","False",0.6333,0.6,1626,"JUNGLE","NONE"
"5675","Blitzcrank",200,6828,4,2,10,"True",6106,2190,26,8800,0,0,24,11,11,"False","False",0.6,1,1254,"BOTTOM","DUO_SUPPORT"
"5676","Graves",100,10080,6,1,3,"True",9851,7534,17,8300,2,0,157,14,6,"False","False",0.5667,0.5556,1259,"MIDDLE","DUO"
"5677","Veigar",100,9271,4,3,6,"True",9643,5123,13,7323,2,0,159,12,7,"False","False",0.5,0.6154,1261,"BOTTOM","SOLO"
"5678","Ezreal",200,12031,8,8,6,"False",26071,1867,5,23689,0,0,173,13,5,"False","False",0.5,0,1585,"BOTTOM","DUO_CARRY"
"5679","Aatrox",100,15096,13,2,8,"True",32437,8477,26,36410,5,0,181,17,10,"False","False",0.5333,0.5,1585,"TOP","SOLO"
"5680","Nidalee",100,11476,8,3,4,"True",11379,5791,50,23157,2,1,27,14,15,"False","False",0.6667,0.6667,1433,"JUNGLE","NONE"
"5681","Graves",200,9136,4,5,4,"False",9710,958,23,18770,1,0,54,12,3,"False","False",0.5667,0.5,1433,"JUNGLE","NONE"
"5682","Katarina",100,10757,9,0,13,"True",15148,1622,9,16556,1,0,116,14,5,"False","False",0.5333,0.5238,1445,"MIDDLE","SOLO"
"5683","Graves",100,6989,1,5,4,"False",6868,1222,19,16333,0,0,26,11,4,"False","False",0.5333,0.5,1339,"JUNGLE","NONE"
"5684","Orianna",200,13258,7,6,9,"True",22017,2294,29,20291,0,1,173,15,15,"False","False",0.4667,0.8333,1829,"MIDDLE","DUO"
"5685","Ekko",100,11601,3,3,3,"False",18824,0,19,32935,0,0,151,16,2,"True","False",0.5667,1,1738,"JUNGLE","NONE"
"5686","Taric",100,6675,0,1,10,"True",2530,7341,36,6797,1,2,32,10,17,"False","False",0.4333,0.4444,1280,"BOTTOM","DUO_SUPPORT"
"5687","Sett",100,5895,3,9,6,"False",9322,0,29,20000,0,0,35,10,7,"False","False",0.5333,0,1399,"BOTTOM","DUO_SUPPORT"
"5688","Syndra",200,11802,5,2,10,"True",20149,1120,23,10826,0,1,232,16,11,"False","False",0.6,0.4444,1716,"MIDDLE","SOLO"
"5689","Hecarim",100,8382,4,6,2,"False",10549,2498,23,19652,0,0,145,13,8,"False","False",0.5,0.4,1355,"TOP","SOLO"
"5690","TwistedFate",100,7830,3,5,5,"False",12176,69,15,15590,0,0,132,12,5,"False","False",0.5667,0.6111,1357,"TOP","DUO"
"5691","Darius",100,9182,5,2,2,"False",10824,2149,18,19262,1,0,141,13,8,"True","False",0.4667,0.4,1503,"TOP","SOLO"
"5692","Ezreal",200,8399,9,0,3,"True",10516,8200,8,4620,1,0,114,9,5,"False","False",0.5667,0.5,882,"NONE","DUO_SUPPORT"
"5693","Nocturne",200,9291,2,7,5,"False",9689,3556,21,22996,1,0,146,13,6,"False","False",0.6333,0.6552,1674,"MIDDLE","DUO"
"5694","Vayne",200,8374,4,4,1,"False",9616,0,14,13917,0,0,164,12,7,"False","False",0.4,0,1348,"BOTTOM","DUO_CARRY"
"5695","Yasuo",200,13061,6,5,2,"True",16891,4888,17,23888,3,1,205,16,9,"False","False",0.5,0.4,1719,"TOP","DUO"
"5696","Thresh",200,2480,0,3,2,"False",1793,153,9,4042,0,0,14,5,5,"False","False",0.5333,0.6667,795,"NONE","DUO_SUPPORT"
"5697","Varus",200,7854,1,8,6,"False",11962,2058,29,12882,0,0,142,12,7,"False","False",0.3333,0,1470,"BOTTOM","DUO_CARRY"
"5698","Renekton",200,7673,1,1,6,"True",7931,3123,16,12306,1,0,155,13,8,"False","False",0.5333,0.6667,1279,"MIDDLE","DUO"
"5699","Senna",100,6684,1,5,11,"False",13357,378,47,15090,0,0,18,12,17,"False","False",0.3,1,1570,"BOTTOM","DUO_SUPPORT"
"5701","Rengar",200,9948,8,6,4,"False",12163,6772,20,17309,3,0,35,12,6,"False","False",0.6,0.6207,1283,"JUNGLE","NONE"
"5702","Ezreal",100,5863,2,2,2,"True",4873,2977,6,4058,1,0,94,8,5,"False","False",0.5,0.5714,808,"NONE","DUO"
"5704","LeeSin",200,6713,1,3,2,"False",3891,84,17,17270,1,0,20,11,7,"False","False",0.2333,0.3,1210,"JUNGLE","NONE"
"5706","Ezreal",200,2957,0,1,1,"False",2022,0,4,2931,0,0,60,6,3,"False","False",0.5667,0.3333,713,"NONE","DUO_SUPPORT"
"5707","Sylas",100,12545,8,3,4,"False",17479,6113,23,25161,2,0,189,15,10,"True","False",0.6333,0.3333,1570,"MIDDLE","SOLO"
"5708","Yasuo",100,13618,10,3,4,"True",16798,3926,33,17648,0,0,215,16,13,"False","False",0.6333,0.6667,1637,"MIDDLE","DUO"
"5709","Sylas",200,11190,6,6,4,"False",16981,4283,18,31205,3,0,159,15,10,"False","False",0.4,0,1547,"MIDDLE","SOLO"
"5710","Evelynn",200,11980,10,6,10,"False",39844,0,25,30036,0,0,55,15,10,"False","False",0.4667,0.1818,1860,"JUNGLE","NONE"
"5711","Maokai",200,10655,3,7,15,"True",15843,5143,19,35462,1,1,128,15,10,"False","False",0.3667,0.4231,1740,"TOP","SOLO"
"5712","Gangplank",200,17554,7,2,10,"True",24167,6958,37,23783,1,0,254,18,9,"False","False",0.5667,1,1884,"TOP","SOLO"
"5713","RekSai",200,5479,2,3,1,"False",4166,0,19,13092,0,0,13,8,7,"True","False",0.4,0.5,1134,"NONE","DUO_SUPPORT"
"5714","MonkeyKing",100,11544,9,9,5,"False",16476,0,17,25629,0,0,39,13,5,"False","False",0.6667,0.6818,1379,"JUNGLE","NONE"
"5715","Karthus",200,10716,6,11,2,"False",29958,952,17,29207,1,0,37,14,9,"False","False",0.6333,0.5,1626,"JUNGLE","NONE"
"5716","Rakan",100,7873,2,4,23,"True",8867,1164,47,12099,0,0,8,13,20,"False","False",0.4333,1,1654,"BOTTOM","DUO_SUPPORT"
"5717","RekSai",200,10680,9,5,2,"True",11451,0,34,26228,0,0,20,13,11,"False","False",0.4667,1,1598,"JUNGLE","NONE"
"5719","Bard",200,11422,8,5,21,"True",16443,323,81,19538,0,0,49,16,44,"False","False",0.4333,0.3,1842,"BOTTOM","DUO_SUPPORT"
"5720","Ezreal",200,8433,4,7,5,"False",17244,44,11,15622,0,0,134,11,5,"False","False",0.4333,0,1466,"BOTTOM","DUO_CARRY"
"5721","TahmKench",200,5326,1,5,2,"False",4667,0,40,19836,0,0,33,11,23,"False","False",0.5333,0,1469,"BOTTOM","DUO_SUPPORT"
"5722","Twitch",100,15908,12,8,5,"False",25046,11352,27,19313,4,0,211,16,8,"False","False",0.5333,0.6154,1950,"BOTTOM","DUO_CARRY"
"5723","Azir",100,11820,2,7,5,"True",11250,2968,32,22115,1,0,211,16,14,"False","False",0.7,0.7,1957,"MIDDLE","SOLO"
"5725","Nautilus",200,5978,0,1,9,"True",5128,2478,35,8536,1,0,22,11,18,"False","False",0.4667,1,1349,"BOTTOM","DUO_SUPPORT"
"5726","Gangplank",100,17751,8,4,7,"False",33423,7537,36,30120,3,0,306,18,21,"False","False",0.4667,0.25,1924,"MIDDLE","DUO"
"5729","Karma",200,10997,2,3,16,"False",12198,2533,42,14410,0,0,194,16,16,"False","False",0.4667,0.3333,1875,"MIDDLE","SOLO"
"5730","Leona",200,6802,1,8,11,"False",5320,61,67,15978,0,0,28,11,42,"False","False",0.5333,0.25,1651,"BOTTOM","SOLO"
"5731","Syndra",100,16651,12,3,5,"True",25802,5788,23,11327,3,0,258,17,9,"False","False",0.5333,0.6364,1852,"MIDDLE","SOLO"
"5732","Nocturne",200,12412,5,6,4,"False",12339,3029,40,29238,1,0,199,16,12,"False","False",0.5667,0.5714,2173,"MIDDLE","SOLO"
"5733","TwistedFate",100,10335,5,1,13,"True",13741,5435,17,12562,2,1,159,12,7,"False","False",0.5333,0.5333,1170,"NONE","DUO_SUPPORT"
"5734","Sett",200,5693,2,6,1,"False",7193,3677,4,14555,1,0,103,10,3,"False","False",0.5667,0,991,"NONE","DUO_SUPPORT"
"5735","Yuumi",100,6410,2,2,15,"True",3409,517,25,4012,0,0,15,10,13,"False","False",0.5,1,1240,"BOTTOM","DUO_SUPPORT"
"5736","Azir",200,13034,5,5,4,"True",17016,6425,25,18996,2,0,202,16,12,"False","False",0.5,0.375,1690,"MIDDLE","SOLO"
"5737","Katarina",100,889,0,1,0,"False",937,0,0,1471,0,0,11,3,0,"False","False",0.6,0.7,197,"NONE","DUO"
"5738","Aatrox",200,7021,2,4,3,"False",11021,2588,16,19857,0,0,130,12,7,"False","False",0.5333,0.5789,1353,"TOP","SOLO"
"5739","Aphelios",200,15496,13,5,15,"True",31025,10384,17,15983,4,1,184,15,4,"False","False",0.6,0.6,1750,"BOTTOM","DUO_CARRY"
"5740","Pyke",200,8984,8,7,10,"True",7976,1384,23,13845,0,0,20,11,10,"True","False",0.5333,0.5417,1402,"BOTTOM","DUO_SUPPORT"
"5741","Syndra",100,13871,7,9,8,"False",28630,2404,29,19388,1,0,201,16,15,"False","False",0.6333,0.8,1950,"MIDDLE","SOLO"
"5742","Shen",200,11961,4,6,19,"True",24144,2232,14,35944,0,0,196,16,7,"False","False",0.3,0.6667,2028,"TOP","SOLO"
"5743","Warwick",200,9543,4,5,3,"False",8166,1208,17,32490,0,0,39,12,4,"True","False",0.5,0.5172,1597,"JUNGLE","NONE"
"5745","Bard",100,6669,4,1,10,"True",10833,3200,23,6315,3,0,26,10,8,"True","False",0.6,0.6087,1052,"NONE","DUO_SUPPORT"
"5746","Senna",100,10955,4,8,12,"False",22038,2970,84,29764,1,0,44,14,31,"False","False",0.7,0.7647,2148,"BOTTOM","DUO_SUPPORT"
"5747","Riven",200,11204,4,0,4,"True",14265,4965,16,12067,2,0,199,15,8,"False","False",0.4667,0.25,1400,"TOP","SOLO"
"5748","Khazix",100,14606,12,9,3,"False",16923,0,36,43155,0,0,32,15,7,"False","False",0.5,0.25,2130,"JUNGLE","NONE"
"5749","Swain",200,10958,3,1,17,"True",22848,4212,17,25603,1,1,172,15,9,"False","False",0.4667,0.5,1533,"BOTTOM","DUO_CARRY"
"5750","Graves",100,13287,8,2,8,"True",23068,2196,26,24049,1,1,38,16,5,"False","False",0.5,0.7143,1708,"JUNGLE","NONE"
"5751","Maokai",200,9573,4,1,7,"True",12110,592,17,16483,1,0,158,13,5,"True","False",0.4333,0.6667,1485,"MIDDLE","DUO"
"5752","Shaco",100,15079,9,6,10,"False",24027,7009,31,27421,2,0,42,17,2,"False","False",0.5,0.4643,2081,"JUNGLE","NONE"
"5753","LeeSin",100,9485,10,3,8,"True",12255,799,19,17167,0,0,20,11,10,"False","False",0.5333,0,1063,"NONE","DUO_SUPPORT"
"5754","Leona",200,4347,0,2,3,"True",2483,1095,24,8155,0,0,28,8,14,"False","False",0.5333,1,1108,"NONE","DUO_SUPPORT"
"5755","Kayn",100,14263,11,8,9,"False",30214,253,43,49907,0,0,40,17,3,"True","False",0.5667,0.5625,2164,"JUNGLE","NONE"
"5756","Leona",100,5975,2,4,5,"False",4829,679,35,11814,0,0,32,11,28,"False","False",0.5,0,1492,"MIDDLE","SOLO"
"5757","Yuumi",200,3284,0,5,3,"False",3277,0,9,6054,0,0,1,8,7,"False","False",0.5333,0,1017,"NONE","DUO_SUPPORT"
"5758","Yuumi",100,754,0,0,0,"False",645,0,1,543,0,0,3,2,1,"False","False",0.4333,0,195,"NONE","DUO"
"5759","Karma",200,9191,2,8,16,"False",12129,1472,82,16659,0,0,26,13,54,"True","False",0.5333,0.5,1970,"BOTTOM","DUO_SUPPORT"
"5760","Sylas",200,11098,7,5,4,"False",10810,1025,18,19053,0,0,158,14,11,"False","False",0.5,0,1653,"MIDDLE","SOLO"
"5761","Ezreal",100,12330,12,3,5,"False",23012,2037,9,16860,1,0,149,13,8,"False","False",0.3667,0.4,1379,"BOTTOM","DUO_CARRY"
"5762","Irelia",100,16046,13,7,4,"True",27686,5349,28,30975,3,0,251,18,14,"True","False",0.4333,0.6667,1805,"MIDDLE","SOLO"
"5763","Ivern",100,7479,2,7,6,"False",3150,0,13,14516,0,0,9,11,4,"False","False",0.3333,0.375,1647,"JUNGLE","NONE"
"5765","Caitlyn",200,12400,6,4,10,"True",19703,3892,34,13029,1,0,210,14,9,"True","False",0.5667,0.8571,1671,"BOTTOM","DUO_CARRY"
"5766","Karma",100,13830,7,8,11,"False",29510,2810,18,23499,1,0,187,17,10,"False","False",0.6,0,2360,"MIDDLE","SOLO"
"5767","Xerath",200,7806,4,6,8,"False",14604,587,30,15479,0,0,26,12,15,"False","False",0.5333,0.4286,1555,"BOTTOM","DUO_SUPPORT"
"5768","Kled",100,11103,9,5,5,"False",18136,0,15,28755,0,0,163,15,8,"False","False",0.5333,0,1672,"TOP","SOLO"
"5769","Karma",200,7562,0,5,9,"True",6991,4069,10,10251,1,0,108,11,6,"False","False",0.6,1,1292,"MIDDLE","SOLO"
"5770","Zac",100,6696,1,2,12,"True",6941,1447,38,17591,1,0,22,11,20,"False","False",0.4,0.4444,1553,"BOTTOM","DUO_SUPPORT"
"5771","Nidalee",100,9342,6,1,4,"True",10143,1438,20,16742,3,1,21,13,10,"True","False",0.4667,0.4545,1260,"JUNGLE","NONE"
"5772","Varus",100,11338,6,5,13,"True",19872,6112,44,10391,1,0,186,14,11,"False","False",0.5,0.3333,1589,"BOTTOM","DUO_CARRY"
"5773","Gangplank",100,10163,0,5,8,"True",13551,3213,21,19386,1,0,196,14,11,"False","False",0.4667,1,1537,"TOP","SOLO"
"5774","Urgot",200,7266,3,8,1,"False",13220,723,17,21332,0,0,142,12,8,"False","False",0.4667,0.5,1325,"TOP","SOLO"
"5775","Aphelios",100,10006,0,7,2,"False",8912,3779,16,17462,1,0,224,13,10,"False","False",0.4333,0.3333,1648,"BOTTOM","DUO_CARRY"
"5776","Yasuo",200,13700,2,8,10,"False",14644,1437,20,27057,1,0,258,17,7,"False","False",0.5333,0,2223,"BOTTOM","DUO_CARRY"
"5777","Nidalee",100,13722,3,5,19,"True",16316,1610,53,36699,3,1,21,18,16,"False","False",0.5,0.5455,2223,"JUNGLE","NONE"
"5778","Aphelios",200,11802,3,3,6,"False",13366,6507,27,11088,3,0,214,13,8,"False","False",0.4333,0.5,1598,"BOTTOM","DUO_CARRY"
"5779","Soraka",200,7892,0,5,12,"False",5767,1126,69,9939,1,0,12,13,41,"False","False",0.5,0,1990,"BOTTOM","DUO_SUPPORT"
"5780","Kayn",100,11236,6,12,5,"False",17936,823,22,35362,0,0,29,14,6,"False","False",0.5333,0.4,1914,"JUNGLE","NONE"
"5781","MonkeyKing",100,9196,3,6,5,"True",10520,778,11,24610,0,1,154,13,7,"True","False",0.6,1,1483,"BOTTOM","DUO_CARRY"
"5782","LeeSin",200,10141,6,3,4,"True",7824,3081,22,21337,4,0,17,13,14,"False","False",0.5333,0.625,1414,"JUNGLE","NONE"
"5783","Senna",100,7185,3,1,8,"True",13740,4071,27,16027,2,0,18,10,13,"False","False",0.5667,0.8333,1214,"BOTTOM","DUO_SUPPORT"
"5784","Kalista",200,16421,11,6,10,"True",21528,5730,53,26885,1,0,257,17,28,"False","False",0.6,0.75,1924,"BOTTOM","DUO_CARRY"
"5785","Pyke",200,10101,4,2,5,"True",9865,2591,87,17384,2,0,43,14,39,"False","False",0.4333,1,1960,"BOTTOM","DUO_SUPPORT"
"5786","TwistedFate",200,13117,4,6,12,"True",10593,7727,33,23418,3,0,226,16,12,"False","False",0.4,0.5,1836,"MIDDLE","SOLO"
"5787","Sett",100,5172,1,3,1,"False",8104,3091,5,10316,0,0,92,9,3,"False","False",0.5667,0,953,"NONE","DUO"
"5788","Sylas",200,9746,6,7,9,"False",16293,842,11,31274,0,0,125,14,10,"False","False",0.4333,0,1542,"TOP","SOLO"
"5789","Elise",200,11024,9,1,5,"True",12446,1588,60,16105,2,0,26,14,21,"True","False",0.5333,0.8182,1370,"JUNGLE","NONE"
"5790","Nidalee",200,10086,4,10,8,"False",13502,0,41,34807,0,0,20,14,13,"False","False",0.5333,0.5,1860,"JUNGLE","NONE"
"5791","Ivern",100,9462,4,4,15,"True",9050,2328,23,13219,4,0,7,14,5,"False","False",0.5,0.3333,1511,"JUNGLE","NONE"
"5792","Kayn",200,13067,13,0,6,"True",17339,2527,32,20845,1,0,46,15,3,"False","False",0.6333,1,1307,"JUNGLE","NONE"
"5793","Kled",100,7221,0,4,3,"False",5924,1025,14,21474,0,0,159,13,9,"False","False",0.4,0.5,1459,"TOP","SOLO"
"5794","Sylas",200,7331,3,10,2,"False",12479,0,14,32035,0,0,28,11,6,"False","False",0.6667,0.3333,1443,"JUNGLE","NONE"
"5795","Volibear",200,11627,1,5,5,"False",17675,1759,36,33186,1,0,197,16,15,"False","False",0.5333,0,2182,"TOP","SOLO"
"5796","Jhin",200,10214,7,4,14,"True",16760,2168,9,11155,2,1,141,13,4,"False","False",0.6,0.6,1420,"TOP","DUO"
"5797","Teemo",200,11780,6,9,6,"True",22083,3504,37,17607,2,0,158,16,11,"False","False",0.5333,1,1900,"TOP","SOLO"
"5798","Bard",200,7959,2,2,17,"True",14396,1060,29,10770,0,0,39,13,8,"False","False",0.6,1,1590,"BOTTOM","DUO_SUPPORT"
"5799","Lulu",100,8918,3,2,16,"True",10617,1005,73,12539,1,0,30,13,34,"False","False",0.4333,0.5,1907,"BOTTOM","DUO_SUPPORT"
"5800","Olaf",100,8380,3,3,3,"True",5748,9729,14,10668,2,1,126,13,5,"False","False",0.3333,1,1347,"TOP","SOLO"
"5801","Nocturne",200,14339,12,6,9,"False",18686,1335,38,31936,2,0,30,16,10,"True","False",0.3333,0,2171,"JUNGLE","NONE"
"5802","Nami",100,7594,0,4,21,"True",5459,1947,57,9369,1,0,10,12,27,"False","False",0.5385,0.5,1642,"BOTTOM","DUO_SUPPORT"
"5803","Nasus",200,5492,3,2,2,"True",4116,4014,1,12862,1,0,88,10,2,"False","False",0.6,0.7333,916,"NONE","DUO_SUPPORT"
"5804","Lux",100,11330,5,5,13,"True",22099,2626,22,14841,1,0,145,15,11,"False","False",0.3667,0.5,1838,"MIDDLE","SOLO"
"5805","XinZhao",200,10422,2,4,13,"True",10896,2028,37,30508,3,1,25,14,8,"False","False",0.4667,1,1811,"JUNGLE","NONE"
"5806","Nasus",200,8522,3,8,5,"False",11793,3073,11,29475,0,0,125,13,7,"False","False",0.4,0,1504,"TOP","SOLO"
"5807","Fiora",100,5101,1,7,3,"False",6408,1391,8,13708,0,0,95,9,5,"True","False",0.7,0.6667,913,"NONE","DUO_SUPPORT"
"5808","Sylas",100,10576,7,5,10,"True",17920,2747,14,27833,0,0,137,14,7,"False","False",0.6333,1,1512,"MIDDLE","SOLO"
"5809","Karthus",200,8380,1,9,6,"False",17995,0,21,22197,0,0,25,12,2,"False","False",0.5,0,1539,"JUNGLE","NONE"
"5810","LeeSin",100,13872,9,5,7,"False",25301,417,41,41433,1,0,46,16,26,"True","False",0.5667,0.5,2068,"JUNGLE","NONE"
"5811","Azir",200,8158,6,11,7,"False",15423,0,15,18560,0,0,92,12,7,"False","False",0.4,0,1306,"MIDDLE","SOLO"
"5812","Cassiopeia",200,15494,12,9,2,"False",38150,2567,27,38135,1,0,224,17,12,"True","False",0.5667,1,2063,"MIDDLE","SOLO"
"5813","Kindred",100,11920,8,4,4,"False",18366,313,51,24436,1,0,71,14,10,"False","False",0.5,0,1871,"JUNGLE","NONE"
"5814","Nautilus",200,2745,0,5,2,"False",2483,0,8,5310,0,0,18,5,4,"False","False",0.5,0,796,"NONE","DUO_SUPPORT"
"5816","Sett",200,6429,2,4,4,"False",4859,1161,55,15694,0,0,35,9,30,"False","False",0.5333,0,1515,"BOTTOM","DUO_SUPPORT"
"5817","Corki",100,19044,11,8,11,"True",62343,4622,30,41609,3,1,245,18,11,"False","False",0.6333,1,2547,"TOP","SOLO"
"5818","XinZhao",100,11519,7,8,11,"True",18331,889,50,32869,1,0,43,14,17,"True","False",0.5333,0.5652,1693,"JUNGLE","NONE"
"5820","Yuumi",200,9195,3,2,22,"True",13620,3037,48,7015,1,0,9,14,24,"False","False",0.4,1,1715,"BOTTOM","DUO_SUPPORT"
"5821","Zoe",200,6373,0,6,1,"False",7795,0,13,13283,0,0,156,12,8,"False","False",0.4,0.5,1302,"MIDDLE","SOLO"
"5822","TwistedFate",100,12107,7,1,7,"True",15338,4432,25,13364,2,0,194,15,8,"False","False",0.5333,0.5333,1291,"MIDDLE","SOLO"
"5823","Aphelios",100,15715,10,4,3,"True",30285,10267,25,15881,4,3,219,15,8,"False","False",0.7333,0.7692,1752,"BOTTOM","DUO_CARRY"
"5824","Syndra",100,8053,1,9,3,"False",12943,563,10,18758,0,0,154,11,4,"False","False",0.4,0,1502,"BOTTOM","DUO_CARRY"
